GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0004197	cysteine-type endopeptidase activity	76	1	0.53	0.41267
GO:0042803	protein homodimerization activity	472	4	3.29	0.41779
GO:0008081	phosphoric diester hydrolase activity	80	1	0.56	0.42893
GO:0019899	enzyme binding	962	13	6.7	0.44384
GO:0019838	growth factor binding	90	2	0.63	0.45385
GO:0005509	calcium ion binding	1202	9	8.37	0.46087
GO:0015293	symporter activity	159	2	1.11	0.47002
GO:0005201	extracellular matrix structural constituent	91	1	0.63	0.47136
GO:0060089	molecular transducer activity	1467	8	10.22	0.54914
GO:0005515	protein binding	5594	39	38.96	0.55168
GO:0008237	metallopeptidase activity	378	5	2.63	0.55967
GO:0016597	amino acid binding	119	1	0.83	0.56578
GO:0000287	magnesium ion binding	128	1	0.89	0.59242
GO:0050839	cell adhesion molecule binding	159	2	1.11	0.60697
GO:0008201	heparin binding	135	1	0.94	0.61201
GO:0008168	methyltransferase activity	304	2	2.12	0.62803
GO:0042277	peptide binding	146	1	1.02	0.64092
GO:0005488	binding	15052	104	104.82	0.64601
GO:0005102	signaling receptor binding	762	5	5.31	0.70922
GO:0005516	calmodulin binding	184	1	1.28	0.72531
GO:0019901	protein kinase binding	381	2	2.65	0.74692
GO:0022839	monoatomic ion gated channel activity	461	2	3.21	0.78115
GO:0046982	protein heterodimerization activity	255	1	1.78	0.83371
GO:0008134	transcription factor binding	273	1	1.9	0.85363
GO:0008092	cytoskeletal protein binding	685	3	4.77	0.87450
GO:0046872	metal ion binding	5578	33	38.85	0.90160
GO:0003682	chromatin binding	332	1	2.31	0.90373
GO:0017111	ribonucleoside triphosphate phosphatase activity	1125	19	7.83	0.92157
GO:0003779	actin binding	381	1	2.65	0.93209
GO:0019904	protein domain specific binding	403	1	2.81	0.94195
GO:0004190	aspartic-type endopeptidase activity	418	1	2.91	0.94785
GO:0005524	ATP binding	2246	10	15.64	0.95863
GO:0004930	G protein-coupled receptor activity	700	1	4.87	0.99315
GO:0008270	zinc ion binding	2129	7	14.83	0.99406
GO:0016788	hydrolase activity, acting on ester bonds	1408	11	9.81	0.99771
GO:0003677	DNA binding	2341	3	16.3	0.99999
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	54	1	0.38	1.00000
GO:0032549	ribonucleoside binding	2611	27	18.18	1.00000
GO:0019001	guanyl nucleotide binding	428	17	2.98	1.00000
GO:0035639	purine ribonucleoside triphosphate binding	2595	27	18.07	1.00000
GO:0015645	fatty acid ligase activity	13	1	0.09	1.00000
