GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0032437	cuticular plate	5	0	0.04	1.00000
GO:0032444	activin responsive factor complex	1	0	0.01	1.00000
GO:0032449	CBM complex	2	0	0.02	1.00000
GO:0032473	cytoplasmic side of mitochondrial outer membrane	4	0	0.03	1.00000
GO:0032541	cortical endoplasmic reticulum	5	0	0.04	1.00000
GO:0032579	apical lamina of hyaline layer	24	0	0.2	1.00000
GO:0032580	Golgi cisterna membrane	88	0	0.74	1.00000
GO:0032584	growth cone membrane	2	0	0.02	1.00000
GO:0032585	multivesicular body membrane	3	0	0.03	1.00000
GO:0032590	dendrite membrane	21	0	0.18	1.00000
GO:0032591	dendritic spine membrane	2	0	0.02	1.00000
GO:0032593	insulin-responsive compartment	4	0	0.03	1.00000
GO:0032777	Piccolo NuA4 histone acetyltransferase complex	3	0	0.03	1.00000
GO:0032783	super elongation complex	1	0	0.01	1.00000
GO:0032797	SMN complex	10	0	0.08	1.00000
GO:0032798	Swi5-Sfr1 complex	1	0	0.01	1.00000
GO:0032806	carboxy-terminal domain protein kinase complex	17	0	0.14	1.00000
GO:0032807	DNA ligase IV complex	2	0	0.02	1.00000
GO:0032809	neuronal cell body membrane	9	0	0.08	1.00000
GO:0032838	plasma membrane bounded cell projection cytoplasm	104	0	0.88	1.00000
GO:0032839	dendrite cytoplasm	17	0	0.14	1.00000
GO:0032937	SREBP-SCAP-Insig complex	1	0	0.01	1.00000
GO:0032982	myosin filament	5	0	0.04	1.00000
GO:0032983	kainate selective glutamate receptor complex	8	0	0.07	1.00000
GO:0032994	protein-lipid complex	15	0	0.13	1.00000
GO:0032996	Bcl3-Bcl10 complex	3	0	0.03	1.00000
GO:0033010	paranodal junction	4	0	0.03	1.00000
GO:0033017	sarcoplasmic reticulum membrane	6	0	0.05	1.00000
GO:0033018	sarcoplasmic reticulum lumen	9	0	0.08	1.00000
GO:0033061	DNA recombinase mediator complex	7	0	0.06	1.00000
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex	5	0	0.04	1.00000
GO:0033065	Rad51C-XRCC3 complex	2	0	0.02	1.00000
GO:0033093	Weibel-Palade body	6	0	0.05	1.00000
GO:0033162	melanosome membrane	5	0	0.04	1.00000
GO:0033166	hyaline layer	24	0	0.2	1.00000
GO:0033185	dolichol-phosphate-mannose synthase complex	2	0	0.02	1.00000
GO:0033186	CAF-1 complex	3	0	0.03	1.00000
GO:0033193	Lsd1/2 complex	1	0	0.01	1.00000
GO:0033202	DNA helicase complex	27	0	0.23	1.00000
GO:0033256	I-kappaB/NF-kappaB complex	6	0	0.05	1.00000
GO:0033257	Bcl3/NF-kappaB2 complex	3	0	0.03	1.00000
GO:0033268	node of Ranvier	14	0	0.12	1.00000
GO:0033269	internode region of axon	2	0	0.02	1.00000
GO:0033270	paranode region of axon	16	0	0.14	1.00000
GO:0033276	transcription factor TFTC complex	10	0	0.08	1.00000
GO:0033290	eukaryotic 48S preinitiation complex	17	0	0.14	1.00000
GO:0033391	chromatoid body	11	0	0.09	1.00000
GO:0033503	HULC complex	2	0	0.02	1.00000
GO:0033553	rDNA heterochromatin	2	0	0.02	1.00000
GO:0033557	Slx1-Slx4 complex	3	0	0.03	1.00000
GO:0033588	elongator holoenzyme complex	6	0	0.05	1.00000
GO:0033593	BRCA2-MAGE-D1 complex	1	0	0.01	1.00000
GO:0033596	TSC1-TSC2 complex	2	0	0.02	1.00000
GO:0033646	host intracellular part	28	0	0.24	1.00000
GO:0033647	host intracellular organelle	23	0	0.19	1.00000
GO:0033648	host intracellular membrane-bounded organelle	23	0	0.19	1.00000
GO:0033655	host cell cytoplasm part	7	0	0.06	1.00000
GO:0034045	phagophore assembly site membrane	13	0	0.11	1.00000
GO:0034081	polyketide synthase complex	2	0	0.02	1.00000
GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex	2	0	0.02	1.00000
GO:0034274	Atg12-Atg5-Atg16 complex	4	0	0.03	1.00000
GO:0034357	photosynthetic membrane	4	0	0.03	1.00000
GO:0034358	plasma lipoprotein particle	13	0	0.11	1.00000
GO:0034361	very-low-density lipoprotein particle	2	0	0.02	1.00000
GO:0034362	low-density lipoprotein particle	8	0	0.07	1.00000
GO:0034364	high-density lipoprotein particle	3	0	0.03	1.00000
GO:0034366	spherical high-density lipoprotein particle	1	0	0.01	1.00000
